protocol,nUavs,c2Control_delayMs_mean,c2Control_delayMs_std,c2Control_delayMs_count,c2Control_pdr_mean,c2Control_pdr_std,c2Control_pdr_count,c2Control_loss_mean,c2Control_loss_std,c2Control_loss_count,c2Control_throughputKbps_mean,c2Control_throughputKbps_std,c2Control_throughputKbps_count,c2Control_offeredLoadKbps_mean,c2Control_offeredLoadKbps_std,c2Control_offeredLoadKbps_count,c2Control_flowCount_mean,c2Control_flowCount_std,c2Control_flowCount_count,c2Control_successfulFlows_mean,c2Control_successfulFlows_std,c2Control_successfulFlows_count,c2Control_txPackets_mean,c2Control_txPackets_std,c2Control_txPackets_count,c2Control_rxPackets_mean,c2Control_rxPackets_std,c2Control_rxPackets_count,c2Command_delayMs_mean,c2Command_delayMs_std,c2Command_delayMs_count,c2Command_pdr_mean,c2Command_pdr_std,c2Command_pdr_count,c2Command_loss_mean,c2Command_loss_std,c2Command_loss_count,c2Command_throughputKbps_mean,c2Command_throughputKbps_std,c2Command_throughputKbps_count,c2Command_offeredLoadKbps_mean,c2Command_offeredLoadKbps_std,c2Command_offeredLoadKbps_count,c2Command_flowCount_mean,c2Command_flowCount_std,c2Command_flowCount_count,c2Command_successfulFlows_mean,c2Command_successfulFlows_std,c2Command_successfulFlows_count,c2Command_txPackets_mean,c2Command_txPackets_std,c2Command_txPackets_count,c2Command_rxPackets_mean,c2Command_rxPackets_std,c2Command_rxPackets_count,telemetry_delayMs_mean,telemetry_delayMs_std,telemetry_delayMs_count,telemetry_pdr_mean,telemetry_pdr_std,telemetry_pdr_count,telemetry_loss_mean,telemetry_loss_std,telemetry_loss_count,telemetry_throughputKbps_mean,telemetry_throughputKbps_std,telemetry_throughputKbps_count,telemetry_offeredLoadKbps_mean,telemetry_offeredLoadKbps_std,telemetry_offeredLoadKbps_count,telemetry_flowCount_mean,telemetry_flowCount_std,telemetry_flowCount_count,telemetry_successfulFlows_mean,telemetry_successfulFlows_std,telemetry_successfulFlows_count,telemetry_txPackets_mean,telemetry_txPackets_std,telemetry_txPackets_count,telemetry_rxPackets_mean,telemetry_rxPackets_std,telemetry_rxPackets_count,video_delayMs_mean,video_delayMs_std,video_delayMs_count,video_pdr_mean,video_pdr_std,video_pdr_count,video_loss_mean,video_loss_std,video_loss_count,video_throughputKbps_mean,video_throughputKbps_std,video_throughputKbps_count,video_offeredLoadKbps_mean,video_offeredLoadKbps_std,video_offeredLoadKbps_count,video_flowCount_mean,video_flowCount_std,video_flowCount_count,video_successfulFlows_mean,video_successfulFlows_std,video_successfulFlows_count,video_txPackets_mean,video_txPackets_std,video_txPackets_count,video_rxPackets_mean,video_rxPackets_std,video_rxPackets_count,routing_offeredLoadKbps_mean,routing_offeredLoadKbps_std,routing_offeredLoadKbps_count,routingBytesPerDeliveredAppByte_mean,routingBytesPerDeliveredAppByte_std,routingBytesPerDeliveredAppByte_count,routingPacketsPerDeliveredAppPacket_mean,routingPacketsPerDeliveredAppPacket_std,routingPacketsPerDeliveredAppPacket_count,routing_flowEntries_mean,routing_flowEntries_std,routing_flowEntries_count,routing_activeEntries_mean,routing_activeEntries_std,routing_activeEntries_count,routing_txPackets_mean,routing_txPackets_std,routing_txPackets_count,routing_rxPackets_mean,routing_rxPackets_std,routing_rxPackets_count,routing_txBytes_mean,routing_txBytes_std,routing_txBytes_count,routing_rxBytes_mean,routing_rxBytes_std,routing_rxBytes_count
DSDV,5,13.0701912,11.257951871469126,5,52.6332608,7.275684061768158,5,47.3667392,7.275684061768158,5,38.1016682,5.266929953399296,5,72.390857,0.0,5,5.0,0.0,5,4.8,0.44721359549995787,5,6885.0,0.0,5,3623.8,500.9308335489042,5,2.4003942,1.4250481599853742,5,51.3791504,7.409133084843989,5,48.6208496,7.409133084843989,5,2.1679544,0.4617565479739298,5,4.2966858000000006,1.1244729996995035,5,5.0,0.0,5,4.4,0.547722557505166,5,241.0,63.071388124885914,5,121.6,25.899806949087477,5,26.727239200000003,29.316733332713962,5,49.988532,7.663498382878834,5,50.011468,7.663498382878834,5,15.542948599999999,2.382813651249568,5,31.093029,0.0,5,5.0,0.0,5,4.6,0.5477225575051662,5,1744.0,0.0,5,871.8,133.65141226339512,5,1.1482839999999999,0.7276589835668216,5,47.7038898,19.558084369793267,5,52.2961102,19.558084369793267,5,21.448777,9.652265538145619,5,44.845257000000004,7.352643061770102,5,5.0,0.0,5,3.8,0.8366600265340756,5,373.0,61.155539405682624,5,178.4,80.28262576672489,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
DSDV,8,11.6216616,12.24281616497662,5,57.4173028,10.212960146596123,5,42.5826972,10.212960146596123,5,66.43136,11.816313083371012,5,115.69919999999999,0.0,5,8.0,0.0,5,7.8,0.44721359549995787,5,11004.0,0.0,5,6318.2,1123.8341514654196,5,4.7265134,1.6301925876473309,5,56.2590292,7.665374410918994,5,43.7409708,7.665374410918994,5,3.8046170000000004,0.9569143216973502,5,6.699977200000001,0.9674691958495112,5,8.0,0.0,5,7.8,0.44721359549995787,5,375.8,54.265090067187764,5,213.4,53.6730845023835,5,26.040843000000002,39.04840888787137,5,59.010042999999996,6.959705686302867,5,40.989957,6.959705686302871,5,29.3315658,3.459395064501479,5,49.706057,0.0,5,8.0,0.0,5,7.8,0.44721359549995787,5,2788.0,0.0,5,1645.2,194.0365944867102,5,3.0362029999999995,3.499687203299817,5,54.2588652,12.854364022879128,5,45.741134800000005,12.854364022879128,5,32.8224,3.3155630127171487,5,62.08603419999999,9.479243306656665,5,8.0,0.0,5,7.0,0.7071067811865475,5,516.4,78.84351590333857,5,273.0,27.577164466275352,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
DSDV,10,8.835588,2.868634790981069,5,59.7759186,14.370051525461617,5,40.2240814,14.37005152546162,5,86.3874742,20.76743415320132,5,144.518857,0.0,5,10.0,0.0,5,9.8,0.44721359549995787,5,13745.0,0.0,5,8216.2,1975.16358816175,5,7.2596124,4.33102079715525,5,57.88906540000001,10.880870587971595,5,42.11093459999999,10.880870587971595,5,4.4678398,1.007322113876043,5,7.7055086,0.6730607975256019,5,10.0,0.0,5,9.6,0.5477225575051662,5,432.2,37.751821148124755,5,250.6,56.5004424761435,5,14.524713199999999,12.063648851698341,5,61.2004594,13.58945886186517,5,38.7995406,13.589458861865168,5,37.9926858,8.436211556229086,5,62.079086,0.0,5,10.0,0.0,5,10.0,0.0,5,3482.0,0.0,5,2131.0,473.1849532688038,5,1.6171496,1.2930669452842727,5,59.9807908,18.14736196312995,5,40.0192092,18.147361963129953,5,51.746377200000005,14.04916020766799,5,87.74281140000001,13.147696459072169,5,10.0,0.0,5,9.6,0.5477225575051662,5,729.8,109.35584117915236,5,430.4,116.85375475353797,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
DSDV,12,9.7600672,2.658272692147327,5,59.792501,4.718438756310448,5,40.207499,4.718438756310448,5,103.6182856,8.176887275067404,5,173.296457,0.0,5,12.0,0.0,5,12.0,0.0,5,16482.0,0.0,5,9855.0,777.6930628467762,5,6.1471872,2.178531999003962,5,63.6635364,6.56799332414949,5,36.3364636,6.56799332414949,5,6.8746972,0.8110141253296397,5,10.8041142,0.6656528563197939,5,12.0,0.0,5,11.6,0.5477225575051662,5,606.0,37.33630940518894,5,385.6,45.48955924165456,5,7.356504800000001,6.802824488690724,5,59.923371599999996,4.621386806410314,5,40.0766284,4.621386806410314,5,44.614217000000004,3.44072028209567,5,74.452114,0.0,5,12.0,0.0,5,12.0,0.0,5,4176.0,0.0,5,2502.4,192.989118864251,5,1.1417085999999999,0.2401740679523915,5,60.979462999999996,7.613852978226856,5,39.020537000000004,7.61385297822686,5,57.397119999999994,13.58173154816786,5,93.63401139999999,17.295873404808095,5,12.0,0.0,5,11.4,0.5477225575051662,5,778.8,143.8582635791215,5,477.4,112.96592406562256,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
DSDV,15,10.7082246,1.9013682610059521,5,62.926142000000006,5.087756236225261,5,37.073857999999994,5.087756236225259,5,136.1621028,11.009090604144353,5,216.38399999999996,0.0,5,15.0,0.0,5,15.0,0.0,5,20580.0,0.0,5,12950.2,1047.060265696297,5,9.2945536,2.809303787795261,5,63.847715400000006,5.198252633175814,5,36.152284599999994,5.198252633175812,5,7.9372799999999994,0.495268859377914,5,12.451474200000002,0.4103672184784015,5,15.0,0.0,5,14.6,0.5477225575051662,5,698.4,23.01738473415258,5,445.2,27.779488836189913,5,7.4343462,2.307128725445266,5,62.9382432,6.290003874165159,5,37.0617568,6.290003874165161,5,58.506240000000005,5.847072889354168,5,92.958171,0.0,5,15.0,0.0,5,15.0,0.0,5,5214.0,0.0,5,3281.6,327.96082083078153,5,2.799912,2.105437182487642,5,63.186546799999995,6.168886164789291,5,36.813453200000005,6.1688861647892885,5,89.8347886,21.32513956727295,5,141.36475420000002,23.313866733187073,5,14.6,0.5477225575051662,5,13.4,0.8944271909999161,5,1175.8,193.91286703053,5,747.2,177.37164373146007,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
OLSR,5,1.8662797999999998,0.82028039800467,5,83.2301456,2.6646943450627334,5,16.7698544,2.6646943450627316,5,41.249646,6.300213151001242,5,49.509668399999995,7.159666241281349,5,5.0,0.0,5,4.8,0.44721359549995787,5,4708.8,680.9465470945571,5,3923.2,599.205056720986,5,0.8234496,0.480675579213569,5,84.1079136,8.416170613210403,5,15.8920864,8.416170613210399,5,2.4246856,0.7649682435985824,5,2.859703,0.7256909260807937,5,4.8,0.44721359549995787,5,4.4,0.547722557505166,5,160.4,40.703808175648625,5,136.0,42.906875905849866,5,4.0355806,4.42924001784971,5,83.711024,2.6186774004414906,5,16.288975999999998,2.61867740044149,5,17.511223,2.8731782756766937,5,20.895085799999997,3.27684611872143,5,4.8,0.44721359549995787,5,4.6,0.5477225575051662,5,1172.0,183.7974428548994,5,982.2,161.15582521274249,5,0.6527564,0.12031464790207386,5,82.29196879999999,12.975233569598423,5,17.7080312,12.975233569598418,5,25.704868599999998,6.778482407817941,5,30.97088,4.871557237174731,5,4.8,0.44721359549995787,5,4.0,0.7071067811865476,5,257.6,40.51913128387627,5,213.8,56.37996097905709,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
OLSR,8,4.206875800000001,0.5977569113152938,5,72.20155079999999,8.532285000834925,5,27.7984492,8.532285000834927,5,71.51186279999999,10.044600838591927,5,98.9688686,5.9909861192106595,5,8.0,0.0,5,8.0,0.0,5,9412.8,569.7948753718305,5,6801.4,955.3288962446389,5,2.1980462,0.8739941865980574,5,68.0367358,11.538466476066855,5,31.963264199999998,11.538466476066855,5,3.929417,0.9582421757551689,5,5.755063,0.8159760820624585,5,8.0,0.0,5,7.8,0.44721359549995787,5,322.8,45.76789267597974,5,220.4,53.74755808406555,5,6.2612224,3.7838128701498044,5,73.835043,3.8090272407825463,5,26.164956999999998,3.8090272407825463,5,31.866788800000002,3.126782714878617,5,43.1558402,3.5082125973798566,5,8.0,0.0,5,8.0,0.0,5,2420.6,196.77474431440635,5,1787.4,175.3804436076041,5,0.7728298,0.07785650794056974,5,70.744705,8.983908214901769,5,29.255295,8.983908214901769,5,37.0303998,2.721790175019503,5,52.9246172,6.816228405313139,5,8.0,0.0,5,7.2,0.44721359549995787,5,440.2,56.693915017398474,5,308.0,22.638462845343543,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
OLSR,10,5.7713988,1.258209387201987,5,78.1498546,2.6026635444233452,5,21.8501454,2.602663544423347,5,96.005943,15.928549512994541,5,122.7711084,19.467909903544662,5,10.0,0.0,5,10.0,0.0,5,11676.6,1851.5675250986662,5,9131.0,1514.9435633052474,5,3.0571894,1.8686692673759313,5,76.33419599999999,5.074136676280361,5,23.665804,5.07413667628036,5,5.006263,0.8931565338136421,5,6.5502172000000005,1.0161192950019207,5,9.8,0.44721359549995804,5,9.8,0.44721359549995804,5,367.4,56.993859318351134,5,280.8,50.09690609209315,5,4.554066799999999,2.6858121116067855,5,78.5816722,4.4350017205197565,5,21.4183278,4.435001720519757,5,42.20736,7.207050794020533,5,53.5320686,7.322819754095741,5,10.0,0.0,5,10.0,0.0,5,3002.6,410.73507276588884,5,2367.4,404.24163565867383,5,3.31115,5.0206546383760555,5,81.89082859999999,4.279729697821734,5,18.1091714,4.279729697821733,5,62.15817139999999,14.72910421254242,5,75.6718628,16.64950852971321,5,10.0,0.0,5,9.8,0.44721359549995804,5,629.4,138.4821288109047,5,517.0,122.50918332925087,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
OLSR,12,6.2342846000000005,0.6074181261069675,5,75.7418828,3.776642749347194,5,24.2581172,3.77664274934719,5,119.77874259999999,8.016854941996407,5,158.07808,5.130554608947837,5,12.0,0.0,5,12.0,0.0,5,15034.6,487.9603467496106,5,11392.0,762.4726224593247,5,3.1056608,0.9126331418323029,5,79.3942862,3.6854232182803885,5,20.6057138,3.6854232182803917,5,7.737599800000001,0.6706481346840534,5,9.755794400000001,0.8719064759957338,5,12.0,0.0,5,12.0,0.0,5,547.2,48.90500996830488,5,434.0,37.61648574760805,5,8.7448032,5.320203304285862,5,72.8487746,2.712123688509854,5,27.151225399999998,2.7121236885098545,5,49.6240456,2.9003529355701345,5,68.0837486,1.7785465028091965,5,12.0,0.0,5,12.0,0.0,5,3818.8,99.7582076823757,5,2783.4,162.6800540939178,5,1.5667984000000001,1.1147267187677885,5,74.322012,4.043658251829958,5,25.677988,4.043658251829956,5,65.9573942,16.833846446376796,5,88.03135999999999,17.49075737588494,5,11.8,0.44721359549995804,5,11.4,1.3416407864998738,5,732.2,145.47920813642065,5,548.6,140.01535630065726,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
OLSR,15,8.0019808,1.2223559487243063,5,74.7702008,6.9296348112369355,5,25.229799200000002,6.929634811236934,5,152.9639316,12.958114830921344,5,204.7194514,3.3630646116499547,5,15.0,0.0,5,15.0,0.0,5,19470.6,319.8566866582599,5,14548.2,1232.4293894580735,5,5.548413999999999,0.5422374970485722,5,74.1343712,5.966574114376339,5,25.865628800000003,5.96657411437633,5,8.7074742,0.5248994798322821,5,11.7632914,0.3428003216346217,5,15.0,0.0,5,14.6,0.547722557505166,5,659.8,19.227584351654773,5,488.4,29.44146735473625,5,6.7140708,2.3426320732190744,5,71.8653382,5.658170543667155,5,28.134661799999996,5.6581705436671585,5,62.9170286,4.816140360860582,5,87.5632458,0.6038860118740909,5,15.0,0.0,5,15.0,0.0,5,4911.4,33.87181719364931,5,3529.0,270.1360768205535,5,2.9140876000000002,2.5701454310892213,5,69.6720006,6.318172627423321,5,30.3279994,6.31817262742332,5,92.5279084,18.13053232193226,5,133.0449374,24.002784480431313,5,14.6,0.5477225575051662,5,13.8,1.0954451150103324,5,1106.6,199.64293125477798,5,769.6,150.80053050304565,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
QSPU,5,76.00534680000001,46.00221096800942,5,66.1728396,11.34733076350585,5,33.827160400000004,11.347330763505852,5,47.9030858,8.214430100491038,5,72.390857,0.0,5,5.0,0.0,5,4.8,0.44721359549995787,5,6885.0,0.0,5,4556.0,781.2637198795296,5,21.523554999999998,47.54829470314477,5,66.2197646,12.59901839708637,5,33.7802354,12.59901839708637,5,2.8347430000000005,0.9223592712568679,5,4.2966858000000006,1.1244729996995035,5,5.0,0.0,5,4.4,0.547722557505166,5,241.0,63.071388124885914,5,159.0,51.73490117899135,5,552.4460526,379.5112677837148,5,71.9266052,11.018323987047925,5,28.0733948,11.018323987047925,5,22.36416,3.4259307918096513,5,31.093029,0.0,5,5.0,0.0,5,4.8,0.44721359549995787,5,1744.0,0.0,5,1254.4,192.15956910859265,5,639.3022888,657.9080852517832,5,72.5412058,7.231609498909958,5,27.4587942,7.231609498909956,5,32.533851600000006,6.435093359636619,5,44.845257000000004,7.352643061770102,5,5.0,0.0,5,4.8,0.44721359549995787,5,373.0,61.155539405682624,5,270.6,53.523826470087144,5,1.141577,0.23022549591976119,5,0.0107704,0.0017976281039191614,5,0.0230542,0.002288499224382651,5,20.4,2.0736441353327724,5,19.8,2.0493901531919194,5,144.8,31.459497770943514,5,141.0,31.60696125855822,5,9988.8,2014.4744227713593,5,9742.4,1988.7882743017165,5
QSPU,8,28.241394200000002,14.565937944213038,5,80.71973820000001,7.171924083739749,5,19.280261799999998,7.171924083739746,5,93.3920914,8.297858673660286,5,115.69919999999999,0.0,5,8.0,0.0,5,8.0,0.0,5,11004.0,0.0,5,8882.4,789.1985174846693,5,49.7484598,40.35248087963763,5,82.1455032,7.1881031890072515,5,17.8544968,7.18810318900725,5,5.5339884,1.1211182501974535,5,6.699977200000001,0.9674691958495112,5,8.0,0.0,5,8.0,0.0,5,375.8,54.265090067187764,5,310.4,62.88322510813198,5,190.1314564,123.68833172832802,5,82.037303,9.362696933136286,5,17.962697,9.362696933136279,5,40.7775084,4.653827522814725,5,49.706057,0.0,5,8.0,0.0,5,8.0,0.0,5,2788.0,0.0,5,2287.2,261.0319903766586,5,272.4549798,242.32089172053344,5,83.76687319999999,9.06494898745457,5,16.2331268,9.064948987454574,5,51.529965600000004,5.988903537811809,5,62.08603419999999,9.479243306656665,5,8.0,0.0,5,7.8,0.44721359549995787,5,516.4,78.84351590333857,5,428.6,49.81264899601304,5,3.8578744,0.9910072884445905,5,0.0201932,0.005241574162405794,5,0.0486342,0.014420851264748553,5,56.2,1.9235384061671346,5,54.0,1.5811388300841898,5,583.4,191.63585259548904,5,544.0,151.82061783565499,5,33756.4,8671.3148253307,5,31463.6,6464.309769805281,5
QSPU,10,17.2790552,17.25754629396325,5,84.15423799999999,11.75499315340462,5,15.845761999999999,11.75499315340462,5,121.61874279999999,16.988181750447964,5,144.518857,0.0,5,10.0,0.0,5,10.0,0.0,5,13745.0,0.0,5,11567.0,1615.7238315999427,5,36.9673818,53.78804485422409,5,85.0162814,9.433903703465694,5,14.9837186,9.433903703465695,5,6.5680458,1.0331805858661396,5,7.7055086,0.6730607975256019,5,10.0,0.0,5,9.8,0.44721359549995804,5,432.2,37.751821148124755,5,368.4,57.95084123634445,5,124.56055180000001,109.9243296410264,5,79.40838579999999,12.68881736859301,5,20.591614200000002,12.688817368593012,5,49.296000199999995,7.877101915429125,5,62.079086,0.0,5,10.0,0.0,5,10.0,0.0,5,3482.0,0.0,5,2765.0,441.82462584152097,5,52.4469716,56.33365422521887,5,79.76953879999999,13.48178745460459,5,20.2304612,13.48178745460459,5,69.1314286,9.951411337908874,5,87.74281140000001,13.147696459072169,5,10.0,0.0,5,9.8,0.44721359549995804,5,729.8,109.35584117915236,5,575.0,82.77076778670113,5,5.7257142000000005,1.97856160079253,5,0.0239906,0.011120061883820613,5,0.0587534,0.02955388592554285,5,75.2,10.63954886261631,5,71.4,11.326958991715296,5,870.2,347.1162629437002,5,801.8,302.8938758047115,5,50100.0,17312.41288786748,5,45913.2,14544.354066097263,5
QSPU,12,14.264631600000001,6.582161747940969,5,87.7199368,4.879095812758364,5,12.280063199999999,4.879095812758364,5,152.015543,8.455300028694957,5,173.296457,0.0,5,12.0,0.0,5,12.0,0.0,5,16482.0,0.0,5,14458.0,804.1725561096946,5,31.374146000000003,23.471951829006457,5,90.1856772,5.213986391363161,5,9.814322800000001,5.213986391363158,5,9.7486628,0.9079804220024239,5,10.8041142,0.6656528563197939,5,12.0,0.0,5,12.0,0.0,5,606.0,37.33630940518894,5,546.8,50.92838108559902,5,86.9405268,69.92406745117593,5,83.7643676,8.837504844501488,5,16.2356324,8.837504844501488,5,62.36434260000001,6.5797091636438445,5,74.452114,0.0,5,12.0,0.0,5,12.0,0.0,5,4176.0,0.0,5,3498.0,369.0541965619684,5,40.3067268,27.970564556863238,5,83.1895128,7.7756204017666475,5,16.8104872,7.775620401766646,5,78.36498300000001,19.201108902457925,5,93.63401139999999,17.295873404808095,5,12.0,0.0,5,11.8,0.44721359549995804,5,778.8,143.8582635791215,5,651.8,159.70504062176622,5,7.059245799999999,0.49611573711252105,5,0.023666799999999998,0.0038705826047250305,5,0.0566496,0.007678236763736841,5,111.0,9.797958971132712,5,105.8,10.80277742064512,5,1077.4,83.99583322998826,5,961.6,93.28075900205785,5,61768.4,4341.012646837141,5,55754.8,4691.524826748761,5
QSPU,15,19.933377,7.68984261487662,5,89.6870748,2.6421941582709616,5,10.3129252,2.642194158270962,5,194.06848,5.717285086703726,5,216.38399999999996,0.0,5,15.0,0.0,5,15.0,0.0,5,20580.0,0.0,5,18457.6,543.7635515552698,5,11.062469799999999,13.741547721464137,5,90.9341216,3.931319338649468,5,9.065878399999999,3.9313193386494687,5,11.321143000000001,0.5937210406600902,5,12.451474200000002,0.4103672184784015,5,15.0,0.0,5,14.8,0.44721359549995787,5,698.4,23.01738473415258,5,635.0,33.30165161069342,5,94.1300454,77.24191327811803,5,77.2266972,11.105037672370578,5,22.7733028,11.105037672370576,5,71.7885256,10.323039863319172,5,92.958171,0.0,5,15.0,0.0,5,15.0,0.0,5,5214.0,0.0,5,4026.6,579.0166664267964,5,98.55668059999999,129.0991898176081,5,80.5801022,10.92945721618257,5,19.4198978,10.929457216182568,5,115.0827884,28.613818912197015,5,141.36475420000002,23.313866733187073,5,14.6,0.5477225575051662,5,14.2,0.8366600265340753,5,1175.8,193.91286703053,5,957.2,237.99516801817637,5,13.4857144,2.5230004559910006,5,0.0351814,0.01069927505955427,5,0.093828,0.02466201086691838,5,179.0,10.677078252031313,5,167.4,8.080841540334772,5,2240.0,484.0831540138533,5,1900.0,287.18983268911177,5,118000.0,22076.253169412605,5,100028.4,13411.464901344669,5
